Date,Close,High,Low,Open,Volume
2018-01-02,237.9091796875,237.9445943561458,236.69649066778442,237.0859709824565,86655700
2018-01-03,239.4139862060547,239.5644782837666,238.07735938767658,238.07735938767658,90070400
2018-01-04,240.42303466796875,240.90989847444283,239.47591532497438,240.06013568466005,80636400
2018-01-05,242.0252227783203,242.14913357048192,240.72401088653203,241.2197080821208,83524000
2018-01-08,242.4677734375,242.62709886533426,241.63570462974303,241.92780124743916,57319200
2018-01-09,243.0166473388672,243.6451158231759,242.60944622421127,242.89270951784812,57254000
2018-01-10,242.64476013183594,242.91032948939662,241.58256374198314,242.25528001818427,69574300
2018-01-11,244.41519165039062,244.41519165039062,243.03431699806416,243.202502873595,62361500
2018-01-12,246.0084991455078,246.17665798835017,244.37974906191948,244.68073313050576,90816100
2018-01-16,245.1676025390625,247.9293518961884,244.46830478085678,247.27432921913152,106555100
2018-01-17,247.5044708251953,247.8939510910203,245.16761624371924,246.10590224407747,113258800
2018-01-18,247.08847045898438,247.81429550853827,246.5927461862402,247.38942757972129,100728000
2018-01-19,248.21258544921875,248.21258544921875,247.08841993280072,247.6726132154646,140920100
2018-01-22,250.23077392578125,250.23077392578125,247.94700135668535,248.0001368472511,91322400
2018-01-23,250.76187133789062,251.05396794518973,249.94749637994687,250.2750076411042,97084700
2018-01-24,250.66464233398438,252.01012987546363,249.47850732637892,251.40818844262589,134816100
2018-01-25,250.77072143554688,251.62934450787418,249.9740672582304,251.53198797011524,84587300
2018-01-26,253.6741180419922,253.7183931184401,251.35495766175654,251.61166666205216,107743100
2018-01-29,251.9923095703125,253.54137010527705,251.83298411280657,253.09878138100146,90118300
2018-01-30,249.40765380859375,252.0454658164958,248.9296503320266,250.15119976465536,131796400
2018-01-31,249.531494140625,250.77073705066843,248.45157667327229,250.26620648214785,108364800
2018-02-01,249.24826049804688,250.55833288050155,248.45160617652243,248.79683835681752,90102500
2018-02-02,243.82215881347656,248.05330628069092,243.7867441488858,247.92050804184404,173174800
2018-02-05,233.62490844726562,244.1762369170298,233.07610267865175,242.05181616190578,294681800
2018-02-06,238.22779846191406,238.73235606415884,228.99540464463166,230.09301597852235,355026800
2018-02-07,236.93548583984375,241.0869436819731,236.85579608877313,237.67017131776484,167376100
2018-02-08,228.04827880859375,237.37805702441392,228.0128641455726,237.23642538580214,246449500
2018-02-09,231.47386169433594,233.34157281267113,223.87903891353784,230.8542267849872,283565300
2018-02-12,234.87294006347656,236.35119803110678,231.6154941031919,233.53631370457185,143736000
2018-02-13,235.4571533203125,236.0059589043932,233.0760243079884,233.66024454656457,81223600
2018-02-14,238.63497924804688,238.99790523464938,233.95238309652936,233.96124351510812,120735700
2018-02-15,241.68003845214844,241.6888988724391,237.90917324112442,240.38768672310522,111200300
2018-02-16,241.75083923339844,243.70710116181584,241.00729329758568,241.05156838528038,160420100
2018-02-20,240.23721313476562,242.24658372508696,239.44055863811087,240.79487938646753,86369700
2018-02-21,239.04220581054688,243.17599718766897,238.9448492386795,240.67978981253682,98883700
2018-02-22,239.35203552246094,241.69775093504504,238.67931886535743,239.9716706941527,110511300
2018-02-23,243.1671142578125,243.1671142578125,240.10440753560135,240.5824109705972,92766400
2018-02-26,245.99081420898438,246.0881977779667,243.65395972855282,244.2470135075926,86491400
2018-02-27,242.91920471191406,246.89366923588844,242.85723581646857,246.17665075645985,99099200
2018-02-28,240.45843505859375,244.47714801420884,240.13978416138914,244.0256988963652,121907800
2018-03-01,236.96200561523438,241.803927172463,235.45719319917455,240.24600627239835,176855100
2018-03-02,238.18353271484375,238.75005924064004,234.41269520471468,235.2801518038168,139083200
2018-03-05,240.93649291992188,241.55612804483633,236.88236438749055,236.9886083907292,97307400
2018-03-06,241.5472412109375,241.99869038153636,240.04242865125707,241.91900063445243,79213200
2018-03-07,241.4586944580078,241.81276002171666,239.17494861063548,239.369688722696,87063500
2018-03-08,242.62710571289062,242.75101648910316,241.14001431753428,242.140241985034,66901200
2018-03-09,246.8494110107422,246.8494110107422,243.7247359478266,244.04341385082057,113625300
2018-03-12,246.53956604003906,247.769975424402,246.1500858761736,247.1415071200373,71924800
2018-03-13,244.94635009765625,248.21265765000777,244.33557538373836,247.7080999274709,91968900
2018-03-14,243.6893310546875,246.09701469919077,243.13169197567302,245.91113500618593,105895100
2018-03-15,243.42384338378906,244.84896637313068,242.91928566154093,244.2028040047735,83433000
2018-03-16,243.68780517578125,244.7453874886557,243.63448397695296,243.95441116992282,100343700
2018-03-19,240.3905792236328,243.86548801521718,238.72867221932347,242.9323400879656,109208400
2018-03-20,240.79937744140625,241.4392587401378,240.11504374371648,240.79048153728283,59757300
2018-03-21,240.3373260498047,242.86129581767798,240.12404123388228,240.75502689543302,78709600
2018-03-22,234.32955932617188,238.95090174563393,234.05403029834025,238.09773542724633,148785900
2018-03-23,229.33486938476562,235.1026978360799,229.1393493165573,234.7738747944711,183534800
2018-03-26,235.60928344726562,235.89368124637934,230.5435798686785,232.96090691781137,141956100
2018-03-27,231.60113525390625,237.08453898767965,230.03697466208033,236.5513270783424,129941400
2018-03-28,230.9168243408203,233.4141602650466,229.80592088339455,231.73446121901893,146452300
2018-03-29,233.86734008789062,235.7425588236101,230.92567053561905,232.06323434627095,111601600
2018-04-02,228.81942749023438,233.84960106935486,226.33100129597292,233.3341267313607,186286300
2018-04-03,231.75218200683594,232.23209980359368,228.25950870754983,230.0636144957684,119956900
2018-04-04,234.23175048828125,234.94271779307743,228.0462481472289,228.17955112667016,123715300
2018-04-05,236.08029174804688,236.96901437539836,234.90717137074398,236.00028284452247,82652600
