Date,Close,High,Low,Open,Volume
2018-01-02,79.19832611083984,79.53004742266134,78.78367798610252,79.36418676675059,22483800
2018-01-03,79.56690979003906,79.71434461544845,79.2167626248109,79.29968944154412,26061400
2018-01-04,80.26721954345703,80.77401802119427,79.76963750079143,79.78806334085453,21912000
2018-01-05,81.26236724853516,81.46508659876741,80.56206595593609,80.7740017393822,23407100
2018-01-08,81.34528350830078,81.62172022823782,80.71869970251093,81.2715661123072,22113000
2018-01-09,81.2900161743164,81.75995588560016,80.95829485224307,81.6862384740107,19484300
2018-01-10,80.92145538330078,81.26239322039122,80.54366586173444,80.95831409785767,18652200
2018-01-11,81.16101837158203,81.20708648362299,80.3869995704494,81.20708648362299,17808900
2018-01-12,82.56160736083984,82.72746801679786,81.50194244944586,81.70466181007,24271500
2018-01-16,81.40979766845703,83.65812940016168,81.0965092298183,83.02232905929264,36599700
2018-01-17,83.05917358398438,83.1881755108226,81.77836371746356,82.08244270075842,25621200
2018-01-18,83.0223388671875,83.54756315818993,82.61690713576374,82.745909099864,24159700
2018-01-19,82.9301986694336,83.49228168948838,82.61691018223193,83.05920063829075,36875000
2018-01-22,84.4137191772461,84.42293561118677,82.69061159446089,82.93018966636369,23601600
2018-01-23,84.68093872070312,85.0495187439755,84.34921740276592,84.68093872070312,23412800
2018-01-24,84.60721588134766,86.09074528302325,84.38607069360533,85.2798749079156,33277500
2018-01-25,85.07716369628906,85.9156764213285,84.70858366140251,85.20616565398744,26383200
2018-01-26,86.6712646484375,86.6712646484375,85.30752762197002,85.80510962786911,29172200
2018-01-29,86.54225158691406,87.95206357442497,86.357965103217,87.66641741567089,31569900
2018-01-30,85.4549560546875,86.3026922729121,84.86523079075367,85.97097093318936,38635100
2018-01-31,87.54663848876953,87.90600208006212,86.16446866685057,86.38561386993541,48756300
2018-02-01,86.8555679321289,88.52338420991998,86.2289838947691,87.34393355843808,47227900
2018-02-02,84.57036590576172,86.58833616363468,84.31236198842406,86.2842571053098,47867800
2018-02-05,81.08728790283203,85.91566535044231,81.08728790283203,83.44618857401656,51031500
2018-02-06,84.15572357177734,84.29394197420946,78.55332629649165,80.06449822823477,67998600
2018-02-07,82.5708236694336,84.56114450783531,82.1930272197375,83.38169408062258,41107600
2018-02-08,78.33216857910156,82.819608514553,78.10180695514356,82.66296429748049,55628700
2018-02-09,81.25314331054688,81.9442281061015,77.2448529023456,79.52082662051802,63499100
2018-02-12,82.12852478027344,82.72746641687618,81.02279178199062,81.76916120432757,35720300
2018-02-13,82.77356719970703,82.9302114674817,80.90303133253126,81.94426367901599,26407700
2018-02-14,84.06962585449219,84.23626563773915,81.84777149533619,81.94034758311723,34960900
2018-02-15,85.7823257446289,85.83786999146425,83.89374365808764,84.43994758691144,27823900
2018-02-16,85.17130279541016,86.55996534098749,84.98615061457436,85.58789873384217,30596900
2018-02-20,85.8378677368164,86.15262787808722,84.25479317565834,84.68990859938256,30911700
2018-02-21,84.69915771484375,86.43035960858283,84.69915771484375,86.07856763077143,26922500
2018-02-22,84.92132568359375,85.84710048546695,84.57878646418423,85.21757333766914,24392800
2018-02-23,87.07839965820312,87.08765938644807,85.50458488551463,86.65254397927687,26329200
2018-02-26,88.33744812011719,88.36522023980548,87.2542930736578,87.39316073520193,30199800
2018-02-27,87.20801544189453,88.72628610782397,87.20801544189453,88.63371000636073,25869100
2018-02-28,86.80992126464844,88.60592707909629,86.68031332578137,87.80050026204842,31167300
2018-03-01,85.95820617675781,87.5505402853543,85.02317146171404,87.01358909745964,37135600
2018-03-02,86.14339447021484,86.23597058757233,84.1159443034926,84.78250364943443,32830400
2018-03-05,86.68955993652344,87.27279557317445,85.4119931339585,85.4860497570319,23901600
2018-03-06,86.3933334350586,87.47648862428548,86.04154143413378,87.33762094443762,22175800
2018-03-07,86.89324951171875,86.96731321321059,85.56939086574118,86.24520978142344,26716100
2018-03-08,87.42092895507812,88.04119647745566,86.80991409678215,87.2728015725449,25887800
2018-03-09,89.37431335449219,89.37431335449219,87.94861910252115,88.21709468209059,36937300
2018-03-12,89.58726501464844,89.9946083720193,88.91145305876067,89.33730881278275,26073700
2018-03-13,87.40240478515625,90.02234217694365,86.99506160118727,89.80015819618849,35387800
2018-03-14,86.88397979736328,88.32819355805215,86.5599599694564,88.0597179683286,32132000
2018-03-15,87.18949127197266,87.55980269091918,85.9396964132431,86.5877360990724,27611000
2018-03-16,87.57831573486328,88.30041912247334,86.9487884369027,87.65237943182403,49081300
2018-03-19,85.99526977539062,86.93030483567225,85.27316614861866,86.7821773926907,33344100
2018-03-20,86.21741485595703,86.8099102335176,86.09706666033136,86.14335823108848,23075200
2018-03-21,85.61566162109375,87.06912785961129,85.36569845513186,86.03225748022808,24457100
2018-03-22,83.1253433227539,84.93986158924051,83.00499510790591,84.4954864535423,38604700
2018-03-23,80.70907592773438,83.74561721695746,80.61649982757098,82.85687394180219,44068900
2018-03-26,86.81916809082031,87.02283969680275,83.69005150401367,83.88446338342365,56396800
2018-03-27,82.82909393310547,88.07823671312629,81.94035074255456,87.89308453042514,56569000
2018-03-28,82.75504302978516,84.45847303904065,82.27364304246971,83.1531266409342,52501100
2018-03-29,84.49545288085938,85.4397470203568,81.83848403992718,83.48636185866151,45867500
2018-04-02,81.9496078491211,84.13443762630507,81.01458009376866,83.75487351226475,48515400
2018-04-03,83.05127716064453,83.36604434391168,81.36636688721107,82.93092894936463,37213800
2018-04-04,85.476806640625,85.87489016940229,81.21824309332774,81.32933157189642,35560000
2018-04-05,85.52310180664062,86.16188889040008,84.6158461574931,85.5786531159481,29771900
2018-04-06,83.5326919555664,85.59716651214897,82.83836061747651,84.6991635181228,38026000
2018-04-09,84.0326156616211,86.2544776564446,83.8937550257171,84.28257893245745,31533900
2018-04-10,85.98597717285156,86.35628857563387,84.83801818101871,85.53234941257207,26812000
2018-04-11,85.04168701171875,86.36554546557682,84.68989507533983,85.18055466608753,24872100
2018-04-12,86.63402557373047,87.17097676502365,85.56938291874647,85.56938291874647,26758900
2018-04-13,86.1711654663086,87.18951687006363,85.57866984728368,87.06916862539151,23346100
2018-04-16,87.18023681640625,87.63387168702336,86.48590551255509,87.08766072184676,20288100
2018-04-17,88.93920135498047,89.37431672229586,87.83752687714814,87.9486224166018,26771000
