Date,Close,High,Low,Open,Volume
2018-01-02,64.97766876220703,65.10548613896341,64.88181182430772,65.06554168506005,3104500
2018-01-03,65.03357696533203,65.04955108604703,64.93771395704272,65.04955108604703,2216700
2018-01-04,65.00160217285156,65.00160217285156,64.90573919473088,64.96964784681134,2152400
2018-01-05,64.9137191772461,64.99360193255745,64.86578464832841,64.98561182862726,4257400
2018-01-08,64.92169952392578,64.9696340501392,64.87377109237558,64.9696340501392,2587300
2018-01-09,64.72999572753906,64.88976736336464,64.71402161128887,64.85781303619953,2725200
2018-01-10,64.73799896240234,64.74598906948026,64.56225317468386,64.61018162781946,3411400
2018-01-11,64.73799896240234,64.80190762969379,64.6740902951109,64.71403473583455,3381600
2018-01-12,64.72999572753906,64.80189448732676,64.6581030624161,64.7060315058314,2829100
2018-01-16,64.77792358398438,64.85781244850563,64.72999514100336,64.82585812163006,4300500
2018-01-17,64.7060317993164,64.80189478124656,64.69005768299375,64.73798612662645,3674600
2018-01-18,64.57821655273438,64.62615109256288,64.54626831906863,64.56224243590151,2528400
2018-01-19,64.4424057006836,64.54625877607015,64.42643158621246,64.52228846236737,2148300
2018-01-22,64.39444732666016,64.51427446081213,64.39444732666016,64.49031025291399,5473200
2018-01-23,64.562255859375,64.59421019434949,64.48237306927192,64.53030152440053,2442900
2018-01-24,64.49034881591797,64.50632293251498,64.41045994893838,64.48235871028704,1709700
2018-01-25,64.66609191894531,64.67408202500151,64.43443369530225,64.49035224836527,2537700
2018-01-26,64.54627227783203,64.6021908321741,64.482363617251,64.59420072593514,1590200
2018-01-29,64.45838928222656,64.49034360750471,64.33856208609961,64.43442506193405,2219700
2018-01-30,64.33853149414062,64.40244011430937,64.29858708286979,64.36249570303853,2735100
2018-01-31,64.35457611083984,64.47440338127757,64.25072906028349,64.47440338127757,3082600
2018-02-01,64.17601776123047,64.3761675080785,64.16000236095472,64.34414281561254,2814300
2018-02-02,63.9838981628418,64.13601399292389,63.94387186045953,64.07997228311811,3137600
2018-02-05,64.26409912109375,64.392197932998,63.88782260432198,63.94386430750821,4349200
2018-02-06,64.05593872070312,64.24808080349604,64.05593872070312,64.23207150829941,3891500
2018-02-07,63.91181564331055,64.13598237201295,63.887798652104614,64.13598237201295,3797200
2018-02-08,63.86375427246094,63.95182061626118,63.74366935644534,63.80771260895925,4639800
2018-02-09,63.70366287231445,63.90381262447179,63.68765357969957,63.73568756562991,3725500
2018-02-12,63.71965408325195,63.839745122085354,63.68763550710808,63.79171114978558,5336200
2018-02-13,63.7757453918457,63.79175469084478,63.671663570043194,63.7437206857594,2669400
2018-02-14,63.567543029785156,63.679626368004236,63.527510648385274,63.6476016845011,3509700
2018-02-15,63.63161849975586,63.72768648159047,63.607595396210876,63.6236107985742,1981200
2018-02-16,63.76771545410156,63.82375714319022,63.71967535767842,63.79173244827013,1957800
2018-02-20,63.70366287231445,63.719672164929335,63.599587200103485,63.719672164929335,2294300
2018-02-21,63.463478088378906,63.71966951616726,63.43145950448013,63.69565252420045,2330100
2018-02-22,63.54352951049805,63.61558047124765,63.51150482524795,63.53552181216448,2156000
2018-02-23,63.71168899536133,63.74371369793696,63.63163029296597,63.63963188754428,1660600
2018-02-26,63.74367904663086,63.86376398090153,63.73567134831811,63.80772230888051,2715300
2018-02-27,63.60760498046875,63.775736190185626,63.51953857845981,63.751713083020896,3007200
2018-02-28,63.6876335144043,63.695635104147925,63.61557645012524,63.62358414795264,1947700
2018-03-01,63.795963287353516,63.852121463279715,63.64353745028648,63.71573819614211,2877400
2018-03-02,63.67562484741211,63.73980124401806,63.60341798515551,63.68364307149926,4448000
2018-03-05,63.63548278808594,63.779890331781516,63.587348980447146,63.747799086429254,2229100
2018-03-06,63.6595458984375,63.755819628757344,63.65152155738281,63.68361280082275,1905000
2018-03-07,63.643524169921875,63.779907408600664,63.61945725965866,63.731773588074226,2167700
2018-03-08,63.715702056884766,63.77186020095832,63.66756825361562,63.66756825361562,1479700
2018-03-09,63.63548278808594,63.6675740334382,63.56328207662774,63.603391542733675,2290800
