Date,Close,High,Low,Open,Volume,Return,LogReturn,Volatility_21d,Sharpe_21d,VaR_21d,Volatility_63d,Sharpe_63d,VaR_63d,Volatility_252d,Sharpe_252d,VaR_252d,Cum_Max,Drawdown,Max_Drawdown,RSI_14,MACD,MACD_Signal,MACD_Histogram,MA_20,Price_vs_MA_20,MA_50,Price_vs_MA_50,MA_200,Price_vs_MA_200,Volume_MA_20,Volume_Ratio,Momentum_5d,Momentum_10d,Momentum_21d,BB_Middle,BB_Upper,BB_Lower,BB_Width
2019-01-03,220.27525329589844,224.20793505508914,219.78817039288708,223.90124762000005,144140700,-0.023863019652757722,-0.024152353700567487,0.2926789367278887,-4.575276630960849,-0.026422930075078344,0.24056011210229405,-2.727821366503175,-0.02616693903284628,0.1715217773722376,-0.36320349133589924,-0.021436176045583576,262.08282470703125,-0.15952045487096425,-0.1934891760878349,31.05970600571601,-5.326204133825911,-5.357244066720852,0.03103993289494067,228.8891258239746,-0.03763338471003032,237.67768249511718,-0.07321860856488391,244.79184410095215,-0.10015280899204741,163533505.0,0.88141387295527,-0.008002452376629776,-0.03702321390346042,-0.10888399378636793,228.8891258239746,246.25697271527886,211.52127893267036,0.15175772836548695
2019-01-04,227.6536102294922,228.30304514236153,222.9452139928378,223.32404873146214,142628800,0.033496077399499447,0.03294730467965243,0.31631443748080984,-3.4650118453573286,-0.026422930075078344,0.2511088689088621,-2.088404631406861,-0.02616693903284628,0.17468988782651543,-0.20107838833999378,-0.021436176045583576,262.08282470703125,-0.131367686974626,-0.1934891760878349,40.48617366094581,-4.704572727409698,-5.226709798858621,0.5221370714489231,228.15441131591797,-0.0021950094391659093,237.2984243774414,-0.04064424015141536,244.72611526489257,-0.06976168038675003,161765645.0,0.8817001904205309,0.01741473329316734,0.010363406949633669,-0.0910707728962239,228.15441131591797,244.32710942476996,211.98171320706598,0.14176976036161915
2019-01-07,229.44854736328125,230.86466652308184,227.02218860576536,227.92417989029647,103139100,0.007884509856793454,0.007853589530357365,0.30174648450810904,-2.0301496087397672,-0.023863019652757722,0.25161429815030184,-1.834620354918292,-0.02616693903284628,0.1748202203761457,-0.17993634149667195,-0.021436176045583576,262.08282470703125,-0.12451894694064809,-0.1934891760878349,46.00112723810999,-4.020740341597218,-4.985515907406341,0.9647755658091226,227.527823638916,0.008441709210093847,236.98017425537108,-0.031781675052587784,244.67167137145995,-0.06221858020116677,156713330.0,0.6581386535529555,0.02676087988020126,0.035180313624290305,-0.05322659287145515,227.527823638916,242.36064004789623,212.69500722993578,0.13038244001770727
2019-01-08,231.60426330566406,232.09134624594776,229.10575766900223,231.64937938021197,102512600,0.009395204141213087,0.00935134371520785,0.3045179284251538,-1.5816676333603699,-0.023863019652757722,0.2524875087210466,-1.5907603444311982,-0.02616693903284628,0.17494799086614554,-0.1641936215167606,-0.021436176045583576,262.08282470703125,-0.11629362372539133,-0.1934891760878349,52.651376650394155,-3.267187880481714,-4.641850302021416,1.3746624215397016,227.29015579223633,0.01898061752120585,236.85371978759767,-0.022163284944991108,244.65804489135743,-0.053355210908719634,153788015.0,0.6665838036858724,0.02740874975141283,0.0667634444309737,-0.0428796788784962,227.29015579223633,241.67275810931417,212.9075534751585,0.12655719529027762
2019-01-09,232.68666076660156,233.5345346595669,231.08111760203465,232.31684108762002,95006600,0.004673478136751674,0.004662591344085337,0.2950937251157871,-0.4972355974534324,-0.023863019652757722,0.25278025814993704,-1.514964841769847,-0.02616693903284628,0.175002828555938,-0.14788559376557195,-0.021436176045583576,262.08282470703125,-0.11216364129656389,-0.1934891760878349,53.94000001219909,-2.55321976870124,-4.224124195357381,1.6709044266561408,227.08418960571288,0.024671339605880423,236.66354431152342,-0.016803954983818866,244.6748038482666,-0.0489962304786373,150966050.0,0.6293242752261187,0.031137411076684218,0.10083625957650866,-0.015531377701891946,227.08418960571288,241.00353822403284,213.16484098739292,0.12259196593552528
2019-01-10,233.50750732421875,233.7600637819376,230.45877238894823,231.1442945712948,96823900,0.003527690650219739,0.0035214829445177464,0.29532033369378996,-0.43059176858389125,-0.023863019652757722,0.2529817898470694,-1.434906791544014,-0.02616693903284628,0.17502455179534235,-0.14064543899752247,-0.021436176045583576,262.08282470703125,-0.10903162927504066,-0.1934891760878349,58.633075008557924,-1.8992658842917933,-3.7591525331442632,1.85988664885247,226.9165786743164,0.029045602081644348,236.57497650146485,-0.012966160760570139,244.66429496765136,-0.04560039152794125,149732025.0,0.6466479031456364,0.060071450743244714,0.05158827944284705,-0.013929027933381355,226.9165786743164,240.41465100817572,213.4185063404571,0.11896946809895732
2019-01-11,233.5977020263672,233.62476066259418,231.83880809184683,232.42509689449088,73858100,0.0003862603955735455,0.0003861858162310307,0.29532582197992174,-0.4241102079074659,-0.023863019652757722,0.24542729142013994,-0.9567325325511368,-0.023800328594267683,0.17501929516814513,-0.12969912439131068,-0.021436176045583576,262.08282470703125,-0.10868748347972096,-0.1934891760878349,63.62236557224055,-1.3580697777108242,-3.2789359820575754,1.9208662043467513,226.69384307861327,0.03045454986335816,236.51457824707032,-0.012332754464107802,244.67427780151368,-0.04527069978370227,148526095.0,0.49727355990878236,0.026110246136149096,0.043979682401996456,-0.013771965295781285,226.69384307861327,239.54995899961332,213.83772715761322,0.11342271802716573
2019-01-14,232.17251586914062,232.9843023966014,231.27955344159233,231.68543294203005,70908200,-0.006101028155943489,-0.006119715474899474,0.29521681782171116,-0.8769421225799017,-0.023863019652757722,0.24190510178107114,-0.7073223557838701,-0.023800328594267683,0.1749643869646368,-0.20631210198105113,-0.021436176045583576,262.08282470703125,-0.11412540623875603,-0.1934891760878349,68.48973775661227,-1.032269219254232,-2.829602629496907,1.797333410242675,226.40388031005858,0.025479402345851738,236.35554901123047,-0.017698053460513775,244.68055625915528,-0.051119878838131586,147238370.0,0.48158778177183026,0.011871805409805258,0.03895038524853933,-0.024700014479838273,226.40388031005858,238.4233494069375,214.38441121317967,0.10617723583551948
2019-01-15,234.8334197998047,235.14912223234737,232.54235439192615,232.55138311264062,85208300,0.011460891142532237,0.011395712659233084,0.2983764382752548,-0.39310156847726396,-0.023863019652757722,0.24135894592449803,-0.7491600274679455,-0.023800328594267683,0.17522291920731314,-0.17780342706434302,-0.021436176045583576,262.08282470703125,-0.10397249395372342,-0.1934891760878349,81.14960878778916,-0.5529827790514616,-2.374278659407818,1.8212958803563564,226.46667022705077,0.03694472817728803,236.19844390869142,-0.005779140989660432,244.68538665771484,-0.040263813840635536,145650730.0,0.5850180084919588,0.013942560676782012,0.041733458584678695,-0.013187914785327659,226.46667022705077,238.65585438835407,214.27748606574747,0.10764660556083312
2019-01-16,235.40167236328125,236.29463483927486,235.05891130437027,235.26635166254192,77636700,0.0024198113026714374,0.002416888273803714,0.29118634066834953,0.4578701772068591,-0.023863019652757722,0.2412310019438185,-0.6162876214012359,-0.023800328594267683,0.1752099693058446,-0.1444967060962923,-0.021436176045583576,262.08282470703125,-0.10180427646708812,-0.1934891760878349,74.23041088697036,-0.12584097292804586,-1.9245911221118637,1.7987501491838178,226.78699188232423,0.037985778679171446,236.00105102539064,-0.002539728783008268,244.71829788208007,-0.03807081693289696,141257950.0,0.5496094202131632,0.011668101590933011,0.043168827143338806,0.007809185194708412,226.78699188232423,239.57782315884225,213.9961606058062,0.1128003962692442
